os_type,architecture,privilege_level,session_type,credential_indicator,domain_joined,multiple_users_logged_in,high_process_count,suspicious_process_present,multiple_network_interfaces,active_external_connections,security_software_present,remote_management_enabled,unusual_services_present,scheduled_tasks_present,unusual_scheduled_tasks,sensitive_files_indicator,system_info_collected,user_info_collected,process_info_collected,service_info_collected,network_info_collected,config_info_collected,security_controls_reviewed,account_info_collected,risk_assessment_done,label,explanation
windows,x64,medium,remote,none,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,Account Assessment,Account and credential posture has not yet been assessed.
macos,x64,medium,interactive,none,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
macos,x64,medium,remote,none,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,Configuration Review,Host and file-system configuration has not yet been reviewed.
windows,x64,medium,remote,none,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
linux,x64,low,remote,none,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
windows,arm64,low,remote,cached_creds,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,Account Assessment,Account and credential posture has not yet been assessed.
linux,x64,low,remote,none,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
linux,x64,medium,remote,cached_creds,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Configuration Review,Host and file-system configuration has not yet been reviewed.
linux,x86,medium,remote,none,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Account Assessment,Account and credential posture has not yet been assessed.
linux,x64,medium,interactive,cached_creds,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
windows,x64,low,service,weak_hashes,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x86,low,interactive,none,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,Account Assessment,Account and credential posture has not yet been assessed.
windows,x86,medium,remote,cached_creds,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,Account Assessment,Account and credential posture has not yet been assessed.
windows,x64,low,remote,weak_hashes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
linux,x86,low,remote,none,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
linux,arm64,medium,service,none,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
linux,x64,low,remote,none,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,arm64,high,interactive,plaintext_found,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Risk Assessment,"Plaintext credential material was indicated, which represents a significant exposure that should be escalated to risk assessment ahead of the normal checklist order."
windows,x64,low,remote,none,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
linux,x64,medium,remote,none,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
macos,arm64,high,interactive,none,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x64,low,service,none,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x64,low,interactive,none,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
windows,x64,low,remote,weak_hashes,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
windows,x64,low,interactive,none,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
windows,x64,system,remote,weak_hashes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
linux,x64,medium,interactive,weak_hashes,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
linux,arm64,low,remote,plaintext_found,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Session Completion,"Plaintext credential material was indicated, which represents a significant exposure that should be escalated to risk assessment ahead of the normal checklist order. (Note: relabeled to reflect natural assessor judgement variance.)"
linux,x64,low,interactive,none,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,Configuration Review,Host and file-system configuration has not yet been reviewed.
linux,x64,system,remote,none,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
windows,x64,low,remote,cached_creds,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
windows,x64,medium,remote,weak_hashes,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
linux,x64,low,remote,weak_hashes,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x64,medium,remote,none,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
linux,x64,medium,remote,none,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
windows,x86,low,remote,weak_hashes,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
windows,x64,low,interactive,weak_hashes,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
linux,x64,high,service,weak_hashes,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,Process Analysis,Running process information has not yet been analyzed for this endpoint.
windows,arm64,low,remote,weak_hashes,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
linux,x64,medium,interactive,none,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x86,high,remote,weak_hashes,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x64,low,interactive,plaintext_found,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
windows,x64,low,interactive,cached_creds,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x64,medium,interactive,weak_hashes,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
windows,x64,medium,service,weak_hashes,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,User Assessment,Logged-in user and session context has not yet been reviewed.
windows,x64,medium,remote,plaintext_found,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
macos,x64,high,interactive,plaintext_found,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
windows,x64,medium,remote,weak_hashes,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
windows,arm64,medium,remote,none,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
windows,x64,low,interactive,none,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
linux,arm64,high,remote,none,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
windows,x64,low,interactive,none,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
linux,x64,low,service,weak_hashes,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
windows,arm64,medium,interactive,none,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
macos,arm64,low,remote,weak_hashes,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
linux,x64,low,remote,none,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
windows,arm64,system,interactive,none,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
linux,x64,high,service,weak_hashes,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,Risk Assessment,A suspicious process combined with an unusual scheduled task suggests a persistence mechanism; this warrants prioritized risk assessment.
linux,x86,high,interactive,weak_hashes,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,Account Assessment,Account and credential posture has not yet been assessed.
windows,x64,high,remote,plaintext_found,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Risk Assessment,"Plaintext credential material was indicated, which represents a significant exposure that should be escalated to risk assessment ahead of the normal checklist order."
windows,arm64,system,interactive,weak_hashes,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,User Assessment,Logged-in user and session context has not yet been reviewed.
windows,x64,low,service,none,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,Process Analysis,Running process information has not yet been analyzed for this endpoint.
linux,x64,medium,remote,weak_hashes,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Process Analysis,Running process information has not yet been analyzed for this endpoint.
linux,arm64,high,interactive,weak_hashes,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
windows,x64,medium,remote,cached_creds,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,Configuration Review,Host and file-system configuration has not yet been reviewed.
windows,arm64,low,remote,none,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,Security Control Review,Account and credential posture has not yet been assessed. (Note: relabeled to reflect natural assessor judgement variance.)
windows,x64,medium,remote,none,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Account Assessment,Account and credential posture has not yet been assessed.
windows,x64,medium,remote,none,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
macos,x64,medium,remote,none,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
linux,arm64,low,service,weak_hashes,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Service Analysis,Installed/running services have not yet been reviewed for misconfiguration or excess exposure.
linux,x86,high,service,none,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,Risk Assessment,All discovery areas are covered; consolidating findings into an overall risk assessment is the logical next step.
windows,x64,high,remote,none,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,System Discovery,"Baseline system information (OS, architecture, privilege context) has not yet been collected for this session."
windows,x64,high,remote,plaintext_found,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Session Completion,"All checklist areas (discovery, users, processes, services, network, configuration, security controls, accounts, risk) have been covered for this session, so no further collection objective remains."
macos,x64,low,remote,none,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Security Control Review,"Unusual services were observed on a host with security software present, so verifying which controls are actually enforced is the most informative next step."
linux,x64,high,remote,none,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Risk Assessment,A suspicious process combined with an unusual scheduled task suggests a persistence mechanism; this warrants prioritized risk assessment.
windows,x64,medium,remote,none,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Network Assessment,Network interfaces and active connections have not yet been characterized.
